type,level,sample,pheno,covs,LRT,Pval,"('V(O)', 'SE')","('V(O)', 'Variance')","('V(O)/Vp', 'SE')","('V(O)/Vp', 'Variance')","('V(e)', 'SE')","('V(e)', 'Variance')","('Vp', 'SE')","('Vp', 'Variance')",df,logL0,n
taxa,family_common_clrcheck,174_sample,me_number,age_sex,0,0.5,0.10121,2.00E-06,0.045737,1.00E-06,0.250753,2.212901,0.239475,2.212903,1,-162.489,174
taxa,family_common_clrcheck,174_sample,me_number,age_sex_dietPC,0,0.5,0.100952,2.00E-06,0.047329,1.00E-06,0.242987,2.132964,0.23294,2.132967,1,-165.434,174
taxa,family_common_clrcheck,174_sample,me_number,no_covs,0,0.5,0.096948,2.00E-06,0.044234,1.00E-06,0.244156,2.191702,0.235654,2.191704,1,-158.134,174
taxa,family_common_clrcheck,174_sample,meds_antipsychotic,age_sex,0,0.5,0.001518,0,0.059798,1.00E-06,0.002672,0.02539,0.002754,0.02539,1,210.925,174
taxa,family_common_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0,0.5,0.001565,0,0.065594,1.00E-06,0.002491,0.023864,0.002615,0.023864,1,200.781,174
taxa,family_common_clrcheck,174_sample,meds_antipsychotic,no_covs,0,0.5,0.001419,0,0.055812,1.00E-06,0.002664,0.025416,0.002733,0.025416,1,219.986,174
taxa,family_common_clrcheck,174_sample,meds_gastrointestinal,age_sex,1.43,0.1158667,0.004945,0.004397,0.051562,0.046804,0.010219,0.089558,0.010296,0.093955,1,108.454,174
taxa,family_common_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,1.026,0.1555458,0.004816,0.003767,0.049919,0.039674,0.010493,0.09119,0.010464,0.094957,1,97.046,174
taxa,family_common_clrcheck,174_sample,meds_gastrointestinal,no_covs,2.205,0.06876614,0.004811,0.004789,0.050452,0.05144,0.009989,0.088309,0.01015,0.093099,1,116.109,174
taxa,family_common_clrcheck,174_sample,mia_indication,no_covs,2.679,0.05083589,0.015417,0.018206,0.063162,0.077887,0.024688,0.215538,0.026031,0.233744,1,37.183,174
taxa,family_common_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,2.359,0.06227743,0.015319,0.016974,0.066781,0.077113,0.024532,0.203143,0.025674,0.220117,1,19.929,165
taxa,family_common_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,2.352,0.0625547,0.015388,0.01696,0.066752,0.076641,0.02475,0.204328,0.025879,0.221288,1,17.39,165
taxa,family_common_clrcheck,174_sample,mia_indication,sex_age_dietPC,1.348,0.1227788,0.013354,0.012028,0.057399,0.052964,0.024956,0.215077,0.025239,0.227105,1,24.017,174
taxa,family_common_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,1.688,0.0969309,0.014843,0.014679,0.064133,0.065512,0.025198,0.209385,0.025869,0.224064,1,20.551,165
taxa,family_common_clrcheck,174_sample,mia_number,age_sex,1.84,0.08747767,0.040859,0.045059,0.065645,0.075409,0.063939,0.552474,0.067029,0.597533,1,-48.944,174
taxa,family_common_clrcheck,174_sample,mia_number,age_sex_dietPC,1.524,0.108474,0.037049,0.037453,0.065081,0.068115,0.059924,0.512394,0.061901,0.549847,1,-49.84,174
taxa,family_common_clrcheck,174_sample,mia_number,no_covs,1.955,0.08100924,0.03992,0.044994,0.064691,0.075984,0.062906,0.547159,0.065991,0.592153,1,-42.935,174
taxa,family_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.018218,1.00E-06,0.029962,1.00E-06,0.067355,0.608024,0.065771,0.608024,1,-51.514,174
taxa,family_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.018707,1.00E-06,0.031412,1.00E-06,0.066663,0.595538,0.064996,0.595538,1,-57.496,174
taxa,family_common_clrcheck,174_sample,participant_type,no_covs,0,0.5,0.024832,1.00E-06,0.037391,1.00E-06,0.072829,0.664118,0.071407,0.664119,1,-54.848,174
taxa,family_common_clrcheck,174_sample,sex,age,0,0.5,0.008123,0,0.035113,1.00E-06,0.025707,0.23135,0.024956,0.23135,1,33.012,174
taxa,family_common_clrcheck,174_sample,sex,no_covs,0,0.5,0.008783,0,0.038186,1.00E-06,0.025407,0.230009,0.024731,0.230009,1,37.183,174
taxa,family_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,4.225858,8.90E-05,0.04885,1.00E-06,10.06927,86.50718,9.740641,86.507268,1,-440.988,161
taxa,family_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,4.446991,8.90E-05,0.052358,1.00E-06,9.937289,84.933695,9.660113,84.933783,1,-440.22,161
taxa,family_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,4.049322,8.90E-05,0.046554,1.00E-06,10.003,86.981307,9.723822,86.981396,1,-441.357,161
taxa,family_common_clrcheck,full_bristol,mats_indication,no_covs,0.1,0.3761283,0.010833,0.003446,0.04303,0.013722,0.02893,0.24771,0.027771,0.251157,1,28.772,165
taxa,family_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0.428,0.2564084,0.014675,0.009161,0.056835,0.035927,0.029529,0.245833,0.028887,0.254994,1,12.772,165
taxa,family_common_clrcheck,full_bristol,mia_indication,no_covs,2.607,0.05320842,0.016283,0.019231,0.067282,0.083237,0.025044,0.211806,0.026508,0.231037,1,36.195,165
taxa,family_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,1.234,0.1333368,0.014412,0.012906,0.062109,0.05709,0.025587,0.213159,0.025886,0.226065,1,22.495,165
taxa,family_common_clrcheck,no_aap,mats_indication,no_covs,0,0.5,0.010018,0,0.039859,1.00E-06,0.029021,0.251324,0.027422,0.251324,1,29.412,169
taxa,family_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0.017,0.4488897,0.011717,0.00193,0.046057,0.007594,0.029837,0.252229,0.028181,0.254159,1,13.462,169
taxa,family_common_clrcheck,no_aap,mia_indication,no_covs,2.613,0.05299004,0.015454,0.018058,0.06391,0.077947,0.024853,0.213608,0.026149,0.231666,1,36.761,169
taxa,family_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,1.361,0.1216837,0.013889,0.012677,0.059586,0.055802,0.025327,0.214495,0.025664,0.227171,1,22.942,169
taxa,family_common_clrcheck,no_asd,mats_indication,no_covs,0.359,0.2744197,0.048854,0.025777,0.187291,0.101443,0.065067,0.228323,0.058242,0.2541,1,5.391,40
taxa,family_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,0,0.5,0.05171,0,0.189551,1.00E-06,0.083346,0.272801,0.066166,0.272801,1,-5.374,40
taxa,family_common_clrcheck,no_asd,mia_indication,no_covs,2.093,0.07396805,0.051909,0.055389,0.198368,0.238267,0.051619,0.177077,0.055592,0.232466,1,7.034,40
taxa,family_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,3.054,0.04026969,0.067211,0.079997,0.231391,0.334067,0.053935,0.159468,0.063947,0.239465,1,-3.213,40
taxa,family_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.01116,0,0.044723,1.00E-06,0.029023,0.249528,0.02764,0.249528,1,28.629,164
taxa,family_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0,0.5,0.012042,0,0.047893,1.00E-06,0.029965,0.251423,0.028303,0.251423,1,13.081,164
taxa,family_common_clrcheck,no_current_ab,mia_indication,no_covs,3.361,0.03337356,0.016185,0.020299,0.067041,0.088513,0.024719,0.209037,0.026453,0.229336,1,36.386,164
taxa,family_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,2.183,0.06977442,0.014265,0.015026,0.062645,0.068337,0.024553,0.204857,0.025387,0.219884,1,24.277,164
taxa,family_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0.013,0.4551099,0.011213,0.001623,0.044651,0.006467,0.030196,0.249363,0.02852,0.250986,1,27.119,156
taxa,family_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0.259,0.3053395,0.01694,0.010734,0.067521,0.043477,0.02969,0.236162,0.028971,0.246896,1,13.967,156
taxa,family_common_clrcheck,no_gastro_meds,mia_indication,no_covs,1.387,0.119438,0.016346,0.016033,0.066783,0.067712,0.026947,0.220745,0.027642,0.236777,1,32.185,156
taxa,family_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,0.269,0.3018692,0.013564,0.007092,0.057976,0.030598,0.027884,0.224691,0.02697,0.231783,1,18.43,156
taxa,family_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.014355,0,0.057651,1.00E-06,0.032511,0.248996,0.030649,0.248996,1,22.645,133
taxa,family_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.015013,0,0.058761,1.00E-06,0.034249,0.255497,0.032083,0.255497,1,6.816,133
taxa,family_common_clrcheck,no_probiotic,mia_indication,no_covs,1.775,0.09139885,0.017546,0.017971,0.071855,0.076366,0.028889,0.217353,0.029689,0.235324,1,27.289,133
taxa,family_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,1.584,0.1040934,0.018625,0.018232,0.07655,0.077794,0.029462,0.216135,0.030228,0.234367,1,13.058,133
taxa,family_common_clrcheck,no_sib,mats_indication,no_covs,2.258,0.0664651,0.026821,0.034138,0.095545,0.13198,0.030656,0.224521,0.034672,0.258659,1,22.363,132
taxa,family_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,1.91,0.08350886,0.027639,0.033723,0.09814,0.129539,0.031672,0.22661,0.035507,0.260333,1,7.476,132
taxa,family_common_clrcheck,no_sib,mia_indication,no_covs,0.472,0.2461288,0.01519,0.009225,0.061202,0.037611,0.031358,0.236045,0.030522,0.24527,1,24.208,132
taxa,family_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0.195,0.3293791,0.01297,0.004928,0.053936,0.020585,0.03145,0.234452,0.030236,0.239379,1,11.052,132
taxa,genus_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.016628,0,0.076664,1.00E-06,0.024849,0.216896,0.02353,0.216896,1,30.771,174
taxa,genus_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.015107,0,0.070063,1.00E-06,0.02481,0.215624,0.023599,0.215624,1,23.66,174
taxa,genus_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.010214,0,0.040864,1.00E-06,0.028257,0.249955,0.026875,0.249955,1,30.623,174
taxa,genus_common_clrcheck,174_sample,age,no_covs,45.391,8.07E-12,1.58733,4.385915,0.089725,0.318938,1.188973,9.365713,1.72245,13.751628,1,-326.671,174
taxa,genus_common_clrcheck,174_sample,age,sex,44.696,1.15E-11,1.591965,4.371652,0.090127,0.317641,1.197191,9.391229,1.726408,13.762881,1,-326.635,174
taxa,genus_common_clrcheck,174_sample,bmi,age_sex,0.12,0.3647584,0.545299,0.152442,0.045474,0.012734,1.369415,11.81861,1.295746,11.971052,1,-306.113,174
taxa,genus_common_clrcheck,174_sample,bmi,age_sex_dietPC,0.016,0.4491406,0.533278,0.059879,0.044003,0.004943,1.406162,12.054212,1.322239,12.114092,1,-310.352,174
taxa,genus_common_clrcheck,174_sample,bmi,no_covs,5.481,0.009613289,1.569455,2.579266,0.08856,0.158349,1.726586,13.709242,1.866583,16.288508,1,-329.435,174
taxa,genus_common_clrcheck,174_sample,bristol_regroup,age_sex,11.564,0.000336165,0.126842,0.296166,0.110009,0.328182,0.08494,0.606279,0.122725,0.902445,1,-75.345,165
taxa,genus_common_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,10.172,0.00071304,0.123355,0.272236,0.111811,0.30742,0.08673,0.613314,0.119632,0.88555,1,-81.532,165
taxa,genus_common_clrcheck,174_sample,bristol_regroup,no_covs,11.877,0.000284189,0.123718,0.287665,0.108466,0.319258,0.084891,0.613376,0.120746,0.901041,1,-70.987,165
taxa,genus_common_clrcheck,174_sample,cam_probiotic,age_sex,0,0.5,0.00972,0,0.055366,1.00E-06,0.020244,0.175567,0.019007,0.175567,1,53.719,174
taxa,genus_common_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0,0.5,0.010531,0,0.059811,1.00E-06,0.020474,0.176072,0.019244,0.176072,1,43.35,174
taxa,genus_common_clrcheck,174_sample,cam_probiotic,no_covs,0,0.5,0.00997,0,0.056311,1.00E-06,0.020116,0.177048,0.019036,0.177048,1,58.699,174
taxa,genus_common_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,36.478645,0.00049,0.07756,1.00E-06,58.965333,470.327327,54.24541,470.327817,1,-551.075,154
taxa,genus_common_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,33.014499,0.00049,0.071174,1.00E-06,58.131832,463.858495,54.048987,463.858985,1,-546.684,154
taxa,genus_common_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,27.667707,0.00049,0.057008,1.00E-06,59.585277,485.325891,55.4817,485.326381,1,-552.878,154
taxa,genus_common_clrcheck,174_sample,dietPC1,age_sex,2.946,0.04303272,0.152858,0.198715,0.086712,0.118977,0.186159,1.471483,0.188741,1.670197,1,-136.786,174
taxa,genus_common_clrcheck,174_sample,dietPC1,no_covs,4.719,0.01491564,0.181171,0.299886,0.089738,0.162055,0.195919,1.55064,0.212773,1.850526,1,-140.773,174
taxa,genus_common_clrcheck,174_sample,dietPC1_preadj,age_sex,3.379,0.03302172,0.155075,0.213081,0.088243,0.128874,0.182733,1.440331,0.187927,1.653413,1,-135.811,174
taxa,genus_common_clrcheck,174_sample,dietPC1_preadj,no_covs,3.133,0.03837155,0.151416,0.206858,0.087349,0.126612,0.179922,1.42694,0.184314,1.633798,1,-130.501,174
taxa,genus_common_clrcheck,174_sample,dietPC2,age_sex,2.606,0.05321889,0.170341,0.189069,0.084692,0.097813,0.220316,1.743903,0.216218,1.932973,1,-149.757,174
taxa,genus_common_clrcheck,174_sample,dietPC2,no_covs,2.385,0.06126098,0.154615,0.157138,0.078425,0.082166,0.217737,1.755297,0.210516,1.912435,1,-145.084,174
taxa,genus_common_clrcheck,174_sample,dietPC2_preadj,age_sex,1.803,0.08968956,0.143525,0.13303,0.074543,0.070811,0.215439,1.745632,0.206883,1.878663,1,-147.631,174
taxa,genus_common_clrcheck,174_sample,dietPC2_preadj,no_covs,1.267,0.130169,0.123359,0.095406,0.065614,0.051507,0.21182,1.756893,0.200996,1.852299,1,-142.46,174
taxa,genus_common_clrcheck,174_sample,dietPC3,age_sex,1.423,0.1164713,0.110497,0.100975,0.072698,0.067995,0.17,1.384067,0.163266,1.485042,1,-127.405,174
taxa,genus_common_clrcheck,174_sample,dietPC3,no_covs,5.378,0.01019517,0.123143,0.169332,0.077032,0.111422,0.165498,1.35041,0.168807,1.519743,1,-125.859,174
taxa,genus_common_clrcheck,174_sample,dietPC3_preadj,age_sex,1.556,0.106156,0.107061,0.100749,0.072792,0.070197,0.163829,1.33447,0.157896,1.435219,1,-124.502,174
taxa,genus_common_clrcheck,174_sample,dietPC3_preadj,no_covs,1.025,0.155626,0.093189,0.071204,0.064923,0.050325,0.161731,1.343676,0.153461,1.41488,1,-119.06,174
taxa,genus_common_clrcheck,174_sample,mats_indication,no_covs,0.031,0.4301771,0.013952,0.002949,0.055477,0.011739,0.029659,0.248265,0.02703,0.251214,1,30.439,174
taxa,genus_common_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,0.047,0.4139984,0.017696,0.00467,0.068986,0.018257,0.032284,0.251142,0.028959,0.255812,1,7.743,165
taxa,genus_common_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,0.037,0.4237299,0.017765,0.004266,0.068912,0.016585,0.032636,0.252929,0.029198,0.257195,1,5.359,165
taxa,genus_common_clrcheck,174_sample,mats_indication,sex_age_dietPC,0.151,0.3489058,0.018061,0.008146,0.070969,0.032228,0.030558,0.244607,0.027758,0.252753,1,14.924,174
taxa,genus_common_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,0.118,0.3658271,0.018537,0.007255,0.072307,0.028458,0.031888,0.247672,0.02884,0.254927,1,10.077,165
taxa,genus_common_clrcheck,174_sample,mats_number,age_sex,0,0.5,0.112196,2.00E-06,0.07127,1.00E-06,0.193391,1.574241,0.170452,1.574243,1,-133.527,174
taxa,genus_common_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.115932,2.00E-06,0.073348,1.00E-06,0.197311,1.580566,0.172708,1.580567,1,-140.037,174
taxa,genus_common_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.114024,2.00E-06,0.072805,1.00E-06,0.188681,1.566145,0.168393,1.566146,1,-129.851,174
taxa,genus_common_clrcheck,174_sample,me_indication,age_sex_dietPC,0.187,0.3326624,0.015078,0.006519,0.065297,0.028395,0.027411,0.223069,0.02517,0.229588,1,22.926,174
taxa,genus_common_clrcheck,174_sample,me_indication,no_covs,0.21,0.3233925,0.014639,0.007315,0.063894,0.03214,0.026676,0.220294,0.024585,0.227609,1,39.097,174
taxa,genus_common_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.4939909,0.012167,0.0002,0.054246,0.00089,0.0278,0.224074,0.025321,0.224274,1,17.971,165
taxa,genus_common_clrcheck,174_sample,me_number,age_sex,0,0.5,0.136573,2.00E-06,0.061225,1.00E-06,0.274078,2.230651,0.241299,2.230653,1,-162.489,174
taxa,genus_common_clrcheck,174_sample,me_number,age_sex_dietPC,0,0.5,0.149699,2.00E-06,0.069496,1.00E-06,0.27172,2.154052,0.235194,2.154055,1,-165.434,174
taxa,genus_common_clrcheck,174_sample,me_number,no_covs,0,0.5,0.130453,2.00E-06,0.058808,1.00E-06,0.267265,2.218295,0.238513,2.218297,1,-158.134,174
taxa,genus_common_clrcheck,174_sample,meds_antipsychotic,age_sex,0,0.5,0.001692,0,0.06474,1.00E-06,0.002855,0.02613,0.002834,0.02613,1,210.925,174
taxa,genus_common_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0,0.5,0.001469,0,0.055589,1.00E-06,0.002947,0.026423,0.002889,0.026423,1,200.781,174
taxa,genus_common_clrcheck,174_sample,meds_antipsychotic,no_covs,0,0.5,0.001581,0,0.060487,1.00E-06,0.002841,0.026144,0.002811,0.026144,1,219.986,174
taxa,genus_common_clrcheck,174_sample,meds_gastrointestinal,age_sex,7.582,0.002947046,0.008178,0.01258,0.082238,0.13539,0.009998,0.080339,0.010521,0.09292,1,108.454,174
taxa,genus_common_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,7.035,0.003995705,0.008325,0.012491,0.082885,0.132785,0.010246,0.081575,0.010732,0.094065,1,97.046,174
taxa,genus_common_clrcheck,174_sample,meds_gastrointestinal,no_covs,8.5,0.001775562,0.007942,0.012296,0.080924,0.133952,0.009816,0.0795,0.010317,0.091796,1,116.109,174
taxa,genus_common_clrcheck,174_sample,mia_indication,no_covs,0,0.5,0.014673,0,0.066495,1.00E-06,0.024948,0.220669,0.023726,0.220669,1,37.183,174
taxa,genus_common_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.014194,0,0.066724,1.00E-06,0.025649,0.212721,0.024069,0.212721,1,19.929,165
taxa,genus_common_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,0,0.5,0.014501,0,0.06789,1.00E-06,0.025859,0.213601,0.024249,0.213602,1,17.39,165
taxa,genus_common_clrcheck,174_sample,mia_indication,sex_age_dietPC,0,0.5,0.015968,0,0.075848,1.00E-06,0.024148,0.210528,0.02306,0.210529,1,24.017,174
taxa,genus_common_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,0,0.5,0.014536,0,0.066959,1.00E-06,0.02621,0.217089,0.024487,0.21709,1,20.551,165
taxa,genus_common_clrcheck,174_sample,mia_number,age_sex,0,0.5,0.025242,1.00E-06,0.042723,1.00E-06,0.0679,0.590823,0.06391,0.590823,1,-48.944,174
taxa,genus_common_clrcheck,174_sample,mia_number,age_sex_dietPC,0,0.5,0.035116,1.00E-06,0.065946,1.00E-06,0.062887,0.532504,0.058217,0.532505,1,-49.84,174
taxa,genus_common_clrcheck,174_sample,mia_number,no_covs,0,0.5,0.024287,1.00E-06,0.041463,1.00E-06,0.066644,0.585745,0.06298,0.585746,1,-42.935,174
taxa,genus_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.040395,1.00E-06,0.069154,1.00E-06,0.067443,0.584137,0.063313,0.584138,1,-51.514,174
taxa,genus_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.04358,1.00E-06,0.078802,1.00E-06,0.063764,0.553033,0.060592,0.553034,1,-57.496,174
taxa,genus_common_clrcheck,174_sample,participant_type,no_covs,0,0.5,0.02704,1.00E-06,0.040232,1.00E-06,0.076133,0.672092,0.072264,0.672093,1,-54.848,174
taxa,genus_common_clrcheck,174_sample,sex,age,0,0.5,0.009527,0,0.041105,1.00E-06,0.026275,0.231777,0.025002,0.231777,1,33.012,174
taxa,genus_common_clrcheck,174_sample,sex,no_covs,0,0.5,0.008987,0,0.038737,1.00E-06,0.026201,0.231995,0.024944,0.231996,1,37.183,174
taxa,genus_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0.638,0.2121677,6.257838,4.176833,0.070069,0.047354,10.684751,84.028534,10.003719,88.205367,1,-440.988,161
taxa,genus_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0.026,0.4364744,4.766107,0.731346,0.054633,0.00839,10.765693,86.440478,9.908256,87.171824,1,-440.22,161
taxa,genus_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0.685,0.2039004,5.750101,3.756041,0.06417,0.042352,10.596821,84.931108,9.96894,88.687149,1,-441.357,161
taxa,genus_common_clrcheck,full_bristol,mats_indication,no_covs,0.015,0.4519945,0.014765,0.002456,0.05875,0.009779,0.030772,0.248669,0.027746,0.251125,1,28.772,165
taxa,genus_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0.114,0.368068,0.018658,0.007526,0.072832,0.029547,0.031837,0.24718,0.028722,0.254706,1,12.772,165
taxa,genus_common_clrcheck,full_bristol,mia_indication,no_covs,0,0.5,0.016948,0,0.079376,1.00E-06,0.025165,0.213517,0.023579,0.213517,1,36.195,165
taxa,genus_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0,0.5,0.016026,0,0.075523,1.00E-06,0.025212,0.212205,0.02388,0.212206,1,22.495,165
taxa,genus_common_clrcheck,no_aap,mats_indication,no_covs,0.394,0.2650472,0.019437,0.013077,0.07591,0.051793,0.030197,0.239402,0.027871,0.252478,1,29.412,169
taxa,genus_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0.517,0.2361327,0.021746,0.016674,0.083201,0.065125,0.030993,0.239352,0.028911,0.256025,1,13.462,169
taxa,genus_common_clrcheck,no_aap,mia_indication,no_covs,0,0.5,0.013063,0,0.058649,1.00E-06,0.025414,0.222737,0.024303,0.222737,1,36.761,169
taxa,genus_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,0,0.5,0.014597,0,0.067913,1.00E-06,0.02489,0.214934,0.023879,0.214934,1,22.942,169
taxa,genus_common_clrcheck,no_asd,mats_indication,no_covs,0.232,0.3149432,0.065927,0.029288,0.253875,0.115106,0.076432,0.225156,0.058266,0.254444,1,5.391,40
taxa,genus_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,0.047,0.4137996,0.080896,0.018511,0.29306,0.067616,0.095528,0.255252,0.06688,0.273762,1,-5.374,40
taxa,genus_common_clrcheck,no_asd,mia_indication,no_covs,0.004,0.4762513,0.039748,0.002123,0.170321,0.009099,0.065417,0.231203,0.052841,0.233326,1,7.034,40
taxa,genus_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,0.14,0.3542702,0.063762,0.021084,0.261131,0.087505,0.077526,0.219863,0.05889,0.240948,1,-3.213,40
taxa,genus_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.015565,0,0.062122,1.00E-06,0.031292,0.25056,0.027754,0.25056,1,28.629,164
taxa,genus_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0.066,0.3988636,0.021995,0.010379,0.085933,0.040932,0.032607,0.243199,0.028841,0.253578,1,13.081,164
taxa,genus_common_clrcheck,no_current_ab,mia_indication,no_covs,0,0.5,0.014449,0,0.066323,1.00E-06,0.025355,0.217851,0.024131,0.217851,1,36.386,164
taxa,genus_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,0,0.5,0.014842,0,0.072018,1.00E-06,0.024195,0.206089,0.023256,0.206089,1,24.277,164
taxa,genus_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0.001,0.4895608,0.014133,0.00053,0.056314,0.00211,0.031675,0.250424,0.028507,0.250954,1,27.119,156
taxa,genus_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0.1,0.3757106,0.019763,0.008327,0.079783,0.033846,0.032004,0.237696,0.028597,0.246023,1,13.967,156
taxa,genus_common_clrcheck,no_gastro_meds,mia_indication,no_covs,0,0.5,0.014295,0,0.062744,1.00E-06,0.027279,0.227823,0.025879,0.227823,1,32.185,156
taxa,genus_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,0,0.5,0.014521,0,0.064963,1.00E-06,0.02713,0.223528,0.02586,0.223528,1,18.43,156
taxa,genus_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.01647,0,0.065651,1.00E-06,0.034241,0.25087,0.03088,0.250871,1,22.645,133
taxa,genus_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.020125,0,0.078851,1.00E-06,0.036211,0.255228,0.03206,0.255228,1,6.816,133
taxa,genus_common_clrcheck,no_probiotic,mia_indication,no_covs,0,0.5,0.016803,0,0.072264,1.00E-06,0.03185,0.232525,0.028622,0.232525,1,27.289,133
taxa,genus_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,0,0.5,0.013947,0,0.060001,1.00E-06,0.031642,0.232448,0.029183,0.232448,1,13.058,133
taxa,genus_common_clrcheck,no_sib,mats_indication,no_covs,0.046,0.4155334,0.013081,0.002332,0.0519,0.009257,0.033261,0.249545,0.031128,0.251876,1,22.363,132
taxa,genus_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,0,0.5,0.016135,0,0.063765,1.00E-06,0.035138,0.253037,0.031897,0.253037,1,7.476,132
taxa,genus_common_clrcheck,no_sib,mia_indication,no_covs,0,0.5,0.018772,0,0.081529,1.00E-06,0.030008,0.23025,0.02845,0.23025,1,24.208,132
taxa,genus_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0,0.5,0.022168,0,0.10005,1.00E-06,0.03029,0.22157,0.028082,0.22157,1,11.052,132
taxa,species_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.016948,0,0.074425,1.00E-06,0.02767,0.22772,0.024659,0.227721,1,30.771,174
taxa,species_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.016204,0,0.072013,1.00E-06,0.027946,0.225015,0.024578,0.225015,1,23.66,174
taxa,species_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.014086,0,0.056636,1.00E-06,0.029117,0.248708,0.026741,0.248708,1,30.623,174
taxa,species_common_clrcheck,174_sample,age,no_covs,40.095,1.21E-10,1.354292,3.831614,0.083252,0.284347,1.250109,9.643506,1.56505,13.47512,1,-326.671,174
taxa,species_common_clrcheck,174_sample,age,sex,39.742,1.45E-10,1.360842,3.842804,0.0836,0.285026,1.254835,9.639495,1.57022,13.482299,1,-326.635,174
taxa,species_common_clrcheck,174_sample,bmi,age_sex,1.067,0.1507738,0.999653,0.873349,0.081744,0.072782,1.44425,11.126186,1.312504,11.999535,1,-306.113,174
